id,keyword,location,text,target
18211,,,"Bloedlink , aldus een landelijke politie expert : , , Waterstof kan blijven hangen in die vriezer .",ja
26279,,,"Boeren gezocht Mineral Valley Twente onderzoekt oplossingen die bijdragen aan een gezonde bodem , duurzame bemesting en andere toepassingen voor mest en biomassa .",ja
7077,,,"Boogers pleit ervoor om gemeenteraden een grotere rol te geven met een regionale adviescommissie , die de raden vertegenwoordigt in de RES overleggen .",ja
18844,,,"Bosrijke landen in Noord Europa , zoals Letland , Estland en Litouwen , beschikken van nature over veel bio energie .",nee
1928,,,"Boven dat bedrag is het tarief 22 procent , net zoals bij zakelijke auto 's op fossiele brandstoffen .",nee
18799,,,"Boven een waarde van 45.000 euro is de bijtelling 22 procent , net zoveel als bij leaseauto 's die rijden op fossiele brandstoffen .",nee
15879,,,"Bovendien houdt het zoeken naar mogelijkheden om energie anders op te wekken , ( de energietransitie ) niet op bij de Ommer gemeentegrens .",nee
23798,,,"Bovendien is de ster van de automobielindustrie qua groei niet de elektrische auto , het is de SUV .",ja
20473,,,Bovendien komt er op de energiemarkt steeds meer concurrentie bij van zon - en windenergie .,nee
5110,,,Bovendien wordt samen met de Nederlandse Bijenhouders Vereniging ( NBV ) en de Almelose imkersvereniging ﾒ t Iemeschoer een bijenhotel op het zonnepark geplaatst .,nee
7425,,,BVB voorzitter Cora Mossel verwacht meer draagvlak voor kleinere windmolens van 25 meter hoog .,ja
13075,,,Ceo Kakiuchi zegt zelfs dat hij ﾑ koploper wil zijn in de energietransitie op de Europese markt ﾒ .,ja
18460,,,"China , de VS , India , Rusland en de EU stootten in 2017 gezamenlijk ruim 60 procent van de totale mondiale hoeveelheid broeikasgassen uit .",nee
23494,,,"China is de grootste producent , exporteur �n installateur van zonnepanelen , windmolens , batterijen en elektrische auto � s.",nee
22454,,,Climate Action 100 + wil dat de bedrijven die verantwoordelijk zijn voor de uitstoot van de meeste broeikasgassen hun leven beteren en die uitstoot verminderen .,ja
1440,,,Compensatiemaatregelen voor CO2 uitstoot zijn bijvoorbeeld het laten aanleggen en beschermen van bossen .,nee
18062,,,"Daar gaat dus geen prikkel vanuit om bijvoorbeeld extra windmolens te bouwen ﾒ ﾒ , zegt Rob van Tilburg van Natuur & Milieu .",nee
2208,,,Daar is nu een rozentuin aangelegd en er zijn laadpalen gekomen voor elektrische auto 's .,nee
23474,,,"Daar komt bij dat de nieuwste windmolens op zee wel driehonderd meter hoog worden . , , Daar waait het bijna altijd .",nee
14046,,,Daar komt bij dat het gebruik van meer elektrische auto ﾒ s en elektrificatie van bedrijfsprocessen vermoedelijk ook vraagt om een aanpassing van de energie infrastructuur .,nee
10100,,,Daar staat namelijk de grootste ﾭ kolencentrale van Europa .,nee
11518,,,"Daarbij ging het onder meer om de Boerevestnik , een door kernenergie aangedreven kruisraket die een vrijwel onbeperkt bereik heeft .",nee
21731,,,"Daarbij speelt mee dat het bedrijf , in tegenstelling tot beheerders van andere kolencentrales , snel tot sluiting moest overgaan .",nee
3437,,,"Daarbij spreek je over plug inhybrides en volledig elektrisch rijden , dat kan dus ook op waterstof zijn .",nee
18195,,,"Daarbij wordt CO2 rechtstreeks vanuit de kolencentrale opgeslagen onder de grond , bijvoorbeeld in lege aardgasvelden .",nee
19810,,,Daardoor produceert Nederland nu veel meer broeikasgas dan het PBL in mei 2017 voorzag .,nee
3396,,,Daarin roept het collectief de bedrijven op hun plannen aan te laten sluiten bij het klimaatakkoord van Parijs .,ja
18498,,,Daarin staat de uitstoot van stikstof centraal .,nee
15612,,,Daarin worden afspraken uit het klimaatakkoord concreet uitgewerkt in een RES .,nee
6706,,,Daarin zal de komende jaren steeds meer biomassa in de vorm van pellets worden meegestookt .,nee
27635,,,Daarmee is de scheepvaart verantwoordelijk voor zo 'n 2 procent van de wereldwijde CO2 uitstoot .,nee
15366,,,"Daarmee is gas volgens Berlijn een zeer belangrijke brandstof gedurende de ' energietransitie ' , wanneer bijvoorbeeld zon - , wind - en waterkracht nog niet genoeg opleveren .",ja
6022,,,Daarmee profiteren de eigenaren van een zakelijk gereden Tesla volledig van de fiscale voordelen voor elektrische auto 's tot 50.000 euro .,nee
1391,,,Daarmee zet Nederland een belangrijke stap in het omarmen van waterstof als nieuwe brandstof voor het wegverkeer .,ja
20280,,,Daarmee zijn ze een stap dichter bij de afspraken uit het klimaatakkoord .,nee
20769,,,Daarnaast maakt de wielmaat bij elektrische auto 's nogal een verschil .,nee
16893,,,Daarnaast wil de VOV zich inzetten voor een goede regionale energiestrategie en het bijbehorende participatietraject .,ja
8562,,,Daarnaast wordt onderzocht hoe we biomassa als energiebron kunnen gebruiken .,nee
8770,,,"Daarom schakelen zware voertuigen als eerste over op waterstof "" , meent Guldner .",nee
8270,,,"Daaruit bleek de aanwezigheid van veel waterstof , zuurstof en zwavel in de gasringen van de hete witte dwerg , die niet van de ster zelf afkomstig waren .",nee
17749,,,"Daarvoor in de gascentrale in Utrecht , en daarvoor jarenlang in een gascentrale in Velsen .",nee
11899,,,Daarvoor waarschuwen de brancheorganisaties voor zonne - en windenergie .,ja
3363,,,Daarvoor zijn 1.750 middelgrote windmolens en 17.500 hectare aan zonneparken nodig .,nee
11454,,,"Dan zakt de prijs en kunnen energiebedrijven waterstof maken van het stroomoverschot , verwachten onder meer netbeheerder Tennet en Gasunie .",nee
11491,,,Dan zijn er wel kleine aanpassingen aan het gasnet en de apparatuur nodig .,nee
6164,,,"Dat aantal zal de komende jaren naar verwachting nog flink groeien , omdat biomassa als belangrijke brandstof voor de energietransitie wordt gezien door het kabinet .",ja
2009,,,Dat betekent dat de provincie zich gaat inzetten om de uitstoot van broeikasgassen binnen tien jaar tijd te halveren ten opzichte van 1990 .,ja
20758,,,Dat betekent dat veel mensen deze winter voor het eerst te maken krijgen met de invloed van de lagere buitentemperatuur op het rijbereik van hun nieuwe elektrische auto .,nee
19864,,,Dat betekent een CO2 uitstoot van 0 gram per pakket .,nee
27158,,,"Dat culmineerde vijf jaar geleden in het klimaatakkoord van Parijs , in feite een belofte om de planeet niet verder op te warmen dan 1,5 graad ( we zitten inmiddels op 1,1 ) .",ja
11714,,,Dat de natuur wordt ontsierd door enorme windturbines en zonneparken die worden aangelegd op landbouwgrond .,ja
18419,,,"Dat de VS uit het klimaatakkoord stappen , is geen verrassing .",ja
19733,,,"Dat deed het team van Matsuda bewust : , , De meeste kopers hebben nooit eerder in een elektrische auto gereden .",nee
6286,,,Dat doel ligt lager dan de 40 % reductie van broeikasgassen in 2030 waar de Europese Commissie naar streeft en ligt ook beneden de 49 % waarop Den Haag mikt .,ja
5450,,,Dat er zorgen zijn over de mogelijke bouw van een biomassacentrale bleek al eerder .,ja
6469,,,Dat gebeurt ondanks oproepen om te stoppen met het gebruik van steenkool om energie op te wekken .,ja
20432,,,"Dat heeft bovendien als bijkomend voordeel dat de industrie , nu nog grootverbruiker van grijze waterstof ( gemaakt uit aardgas ) , dan kan overstappen op groene waterstof .",ja
12536,,,Dat heeft onder meer te maken met de uitstoot van stikstof .,nee
8432,,,"Dat heeft te maken met verkeer , maar ook bijvoorbeeld met kolencentrales .",nee
11411,,,"Dat is funest voor de ambities van het kabinet , dat wil dat Nederland fors meer groene energie krijgt .",ja
11443,,,"Dat is gemaakt uit aardgas , waarbij het vrijkomende broeikasgas CO2 de grond in gaat .",nee
19493,,,Dat is het woord dat Vattenfall zelf gebruikt als het gaat om de kolencentrale aan de rand van Amsterdam .,nee
7835,,,Dat is net zoveel als 1200 nieuwe kolencentrales .,nee
14260,,,Dat is nog exclusief het warmtenet dat moet worden aangelegd .,nee
24422,,,"Dat is ruim een derde van het totale windvermogen in Nederland , windparken op zee niet meegerekend .",nee
20430,,,"Dat kan door een deel van de elektriciteit te gebruiken voor de productie van ﾑ groene waterstof ﾒ , gewonnen uit duurzame elektriciteit .",nee
19047,,,"Dat kan een warmtenet zijn , een all electric oplossing als een warmtepomp , of gebruik van een co2 neutrale vervanging van aardgas .",nee
6783,,,"Dat kernenergie dodelijk kan zijn , weten we na Tsjernobyl en Fukushima wel .",ja
3221,,,Dat komt vooral omdat windturbines sindsdien veel groter zijn .,nee
12388,,,Dat leidt direct tot minder uitstoot van broeikasgas en fosfaat .,nee
23982,,,"Dat levert bij elkaar een enorme hoeveelheid CO2 uitstoot op , voor de race van ��n zonnewagen .",ja
1982,,,Dat maakt stroom uit kolencentrales ( die per kilowattuur opgewekte stroom meer CO2 uitstoten ) duurder .,nee
7429,,,"Dat neemt minder ruimte in beslag dan zonneparken en bedrijven kunnen profiteren van de opgewekte windenergie , aldus MKB bestuurder Rob Korten .",ja
22966,,,Dat offici�le brandstofverbruik komt overeen met een CO2 uitstoot van 132 gram per kilometer .,nee
15809,,,"Dat scheelt de transporteurs weer kilometers met een lege vrachtwagen en dus ook uitstoot aan stikstof en CO2 , glunderen de broers .",ja
19212,,,Dat stelt het Planbureau voor de Leefomgeving ( PBL ) in een analyse over het klimaatakkoord .,nee
11587,,,Dat warmtenet nieuwe stijl is eigendom van de leden van de co�peratie .,nee
11810,,,Dat wil hij dan ook in de regionale energiestrategie opgenomen hebben .,ja
7936,,,"Dat zijn leningen voor duurzame energieprojecten , zoals windmolens of zonnepanelen .",nee
6530,,,Dat zijn vrijwel onhoorbare laagfrequente geluidsgolven die vrijkomen door het draaien van de windturbines .,nee
11803,,,Dat zou voor de gelegenheid helemaal over de energietransitie gaan .,nee
15375,,,"Datzelfde geldt sinds de EIB bestuursvergadering van 15 oktober voor een meerderheid van de lidstaten , wat genoeg is om door te gaan met de nieuwe energiestrategie .",ja
5769,,,"Datzelfde kun je vermoeden bij de inzet van biomassa bij stroomopwekking , of bij het gebruik van gas in plaats van diesel in de scheepvaart .",nee
7550,,,"De 140 windturbines die Vattenfall gaat bouwen , kunnen twee tot drie miljoen huishoudens van stroom voorzien , beschrijft het bedrijf .",nee
4690,,,"De 48 jarige Hagens werkt al sinds 2003 voor Nuon , en was onder meer betrokken bij de splitsing tussen dat bedrijf en netbeheerder Alliander .",nee
4803,,,De aandelen in het windpark worden dus verkocht voor ﾀ 900 mln.,nee
25783,,,"De aanleg van dit zonnepark is in februari begonnen , over een paar weken gaan de panelen aan .",nee
17522,,,De aanpak : verhit waterstof tot een plasma van zo ﾒ n 100 miljoen graden Celsius en stuur die met krachtige magneten tot een fusie .,nee
17473,,,De aansluiting op het warmtenet zou niet ondergronds en via de meterkast maar bovenlangs via de zolder de woning binnenkomen .,nee
23693,,,De aardgasvrije woonwijk zonder biomassa rekent op restwarmte uit afvalverbranding en industri�le processen .,nee
20558,,,De agrari�rs moesten in 2030 hun uitstoot van stikstof met 10 kiloton reduceren ; in ruil mochten ze dan nu al 5 kiloton extra uitstoten .,nee
1732,,,"De Amerikaanse president Donald Trump zei afgelopen weekend in een tirade tegen windmolens dat hij "" wind nooit begrepen heeft "" .",ja
37,,,De beoogde biomassacentrale op Voorst is nog niet vergund .,nee
15816,,,"De bezwaren gelden volgens hen niet alleen voor distributiecentra , maar ook voor zonneparken en datacenters .",ja
15652,,,"De bladen zijn korter dan gebruikelijk , waardoor de molen stiller is dan de gangbare windmolens .",nee
16858,,,De boot werkt op zonne-energie en kan 50.000 kilo rotzooi per dag opvangen .,nee
23439,,,De bouw van de windparken zelf gaat een slordige ﾀ 13 mrd kosten .,nee
23480,,,De bouw van ook nog een zonnepark gaat voor veel van hen te ver .,ja
18818,,,De Bovag verwacht dat dit jaar meer dan 50.000 nieuwe elektrische auto 's worden geregistreerd .,nee
4727,,,"De brand woedt op zo 'n 600 vierkante meter , volgens Godfroid : Kernenergie De Admiraal Koeznetsov is volgens Godfroid een oud schip met een ongeveer 2.000 koppige bemanning .",nee
6511,,,De brandweer heeft de stroom van de windmolen gehaald .,nee
23479,,,"De buurt voerde eerder al strijd tegen de komst van de windmolens , en hield onder andere een handtekeningenactie .",ja
14207,,,"De CENT R , zoals de veelkunner is genoemd , zorgt in eerste instantie voor straatverlichting en Rotterdammers kunnen er straks hun e scooter of elektrische auto opladen .",nee
27835,,,De centrale bank publiceerde eind vorig jaar voor het eerst de mogelijke gevolgen van de energietransitie .,nee
5502,,,"De centrale in Balkbrug is een aantal slagen kleiner dan de geplande centrale in Zwolle , maar het principe van stoom opwekken door het verbranden van biomassa is hetzelfde .",nee
11462,,,De chemie wijst alleen op de enorme behoefte : waterstof wordt nu al grootschalig gebruikt om bijvoorbeeld brandstoffen te ontzwavelen .,nee
11539,,,"De christendemocraten hebben een grote achterban in voormalige Oostbloklanden , waar de economie en energieopwekking nog stevig leunt op fossiele brandstoffen .",ja
3272,,,De CO2 concentratie in de atmosfeer lag toen rond 360 ' parts per million ' ( ppm ) en de jaarlijkse uitstoot van broeikasgassen bedroeg 38 miljard ton .,nee
15831,,,"De CO2 die bij de verbranding van biomassa vrijkomt , wordt volgens internationale afspraken niet opgeteld bij het land dat de biomassa verbrandt , maar bij het land waar de biomassa vandaan komt , in dit geval de VS .",nee
3062,,,De CO2 uitstoot gaat daardoor minder omlaag dan eerder werd verwacht .,nee
21609,,,"De CO2 uitstoot van de glastuinbouwsector is al vijf jaar niet meer gedaald , meldt NRC .",nee
23727,,,De CO2 uitstoot van deze haard is vergelijkbaar met die van een paar kaarsen .,nee
18346,,,De CO2 uitstoot van het wegverkeer steeg sinds 1990 met 20 procent .,nee
12434,,,De coalitiepartijen willen het gebruik van biomassa fors verminderen .,ja
5655,,,"De Commissie wil het huidige doel ( 40 procent minder CO2 emissies dan in 1990 ) opkrikken tot 50 en liefst 55 procent minder , in lijn met het akkoord van Parijs .",ja
5929,,,De Commissie wil op meer plaatsen rekeningrijden invoeren en stelt voor dat de scheepvaart gaat betalen voor haar CO2 uitstoot via het Europese systeem voor emissiehandel ( ETS ) .,ja
25251,,,De co�peratie heeft een duidelijk plan om opbrengsten van windenergie aan de gemeenschap te besteden .,ja
3328,,,"De data passeren onder meer gsm masten , computers van netbeheerders en een centraal dataplatform .",nee
6153,,,De demonstranten eisen al langer dat de houtgestookte biomassacentrale niet opengaat .,ja
20960,,,De demonstranten eisten de onmiddellijke sluiting van de kerncentrale en de nabijgelegen splijtstoffabriek in Lingen .,ja
1957,,,"De derde gegadigde , Mitsubishi , bezit al samen met Eneco drie windparken op zee .",nee
1885,,,De doelen voor 2030 en verder - de EU wil in 2050 klimaatneutraal zijn en dus netto helemaal geen broeikasgassen meer uitstoten - is echter nog ver uit zicht .,ja
6855,,,"De druk van lobby op deze nieuwe bijbel zal niet mild zijn , maar opgeteld komt er een getal voor CO2 emissie uit .",ja
24844,,,De EASAC onderzoekers hebben nog een laatste kritiekpunt op houtstook : we verspillen er veel geld mee .,ja
16585,,,De Eerste Kamer heeft dinsdag een motie aangenomen die het verstrekken van nieuwe subsidies voor bijstook van hout in kolencentrales stopzet .,ja
6485,,,De EIB doet fossiele brandstoffen zoals olie en gas per eind 2021 in de ban .,ja
11391,,,"De eis om binnen twintig jaar alle stroom via aardwarmte , zonnepanelen en windmolens op te wekken stuit op forse weerstand .",ja
4175,,,"De elektriciteit in de kerncentrale valt uit , de noodaccu ﾒ s houden het niet .",nee
15681,,,"De elektrische auto � s worden in Duitse steden gebouwd ( Zwickau , Emden , Hannover , Zuffenhausen en Dresden ) , maar ook in Tsjechi� , de Verenigde Staten en China .",nee
1429,,,De energie hiervoor wordt nu hoofdzakelijk opgewekt met gas - en kolencentrales .,nee
27012,,,De enige uitzondering vormen auto 's op waterstof .,nee
8697,,,"De Europese Commissie wil dat Europa , de op twee na grootste uitstoter van broeikasgas , in 2050 een klimaatneutraal continent is .",ja
16095,,,"De Europese Investeringsbank ( EIB ) stopt eind 2021 definitief met de financiering van alle projecten , waarmee fossiele brandstoffen zoals olie en gas zijn gemoeid .",ja
15987,,,De Europese Investeringsbank ( EIB ) stopt per 2021 met alle investeringen in fossiele energie .,ja
7686,,,De Europese Investeringsbank kondigde onlangs aan dat over twee jaar geen cent meer naar de fossiele brandstoffen zal gaan .,ja
8693,,,"De Europese Unie , die zichzelf beschouwt als hoeder van het klimaatakkoord , heeft zich voorgenomen de CO2 uitstoot op den duur tot nul te reduceren .",ja
14728,,,De federale minister van Economische Zaken ( CDU ) wil een minimale afstand van windmolens tot woonhuizen van duizend meter .,ja
14232,,,De gebiedsontwikkelaar is specialist op het gebied van aardwarmte en reist door Nederland .,nee
6722,,,De geboren Oostenrijker : ' Door biomassa dring je het gebruik van kolen terug .,ja
1220,,,De gehele sector was verantwoordelijk voor ruim 17 procent van de totale Nederlandse CO2 uitstoot .,nee
5113,,,"De gemeente Almelo , die de grond aan de Aadijk verkocht aan de ontwikkelaar , is blij met het grote zonnepark .",ja
3348,,,De gemeente Almelo is van plan de beoogde locaties niet helemaal te vullen met zonnepanelen of windmolens .,ja
25173,,,De gemeente bouwt of exploiteert zelf geen zonnepark of windmolen : dat is aan de markt .,nee
24374,,,De gemeente Utrecht wil op korte termijn koploper worden op het gebied van beschikbaarheid van waterstof voor mobiliteit .,ja
14336,,,"De gemeente wil bij verschillende partijen , zoals netbeheerder Enexis , provincie Overijssel en de Tweede Kamer , aandacht te vragen voor de problematiek .",ja
11393,,,De gemeente wil meer garanties over de een toereikende vergoeding voor de extra uitvoeringslasten van de energietransitie .,ja
12068,,,De gemeente Zwolle verleende kort geleden de vergunning voor de aanleg van het zonnepark .,ja
14403,,,De gemeenten Ommen en Dalfsen zijn akkoord gegaan met de startnota over de Regionale Energiestrategie ( RES ) .,ja
17951,,,"De gemeenteraad wil dat bij alle projecten in de gemeente de energietransitie , waarvan de warmtetransitie deel uitmaakt , zoveel mogelijk wordt betrokken .",ja
5570,,,De gemiddelde CO2 uitstoot van de Duitse vloot is veel hoger .,nee
