id,keyword,location,text,target
17,,,"Zij vinden dat de gemeenteraad niet goed heeft opgelet bij het instemmen met een nieuwe vergunning , waardoor de verwerker op het hele buitenterrein afval kan sorteren en opslaan .",1
18,,,De gemeente erkende zijn fout en vroeg op de valreep een nader advies .,1
19,,,"Bij de gemeente Culemborg is het gelukkig allang bekend dat samenwerken met verschillende bewonersgroepen tijd kost, maar ook veel oplevert.",1
20,,,De gemeente laat weten alle conclusies te omarmen en de aanbevelingen over te nemen .,1
21,,,De uitkomsten daarvan kunnen weleens gevolgen hebben voor burgemeester Krikke .,1
22,,,"Eerder was de gemeente ook al nalatig bij de synagoge, die eerst verkocht dreigde te worden aan een horecaondernemer, maar later gaf de gemeente geen horecavergunning af omdat de synagoge religieus erfgoed is.",1
23,,,"Beide wethouders zijn dinsdag verhoord , maar zitten niet vast .",1
24,,,"Zes partijen in de Rotterdamse gemeenteraad , waaronder Leefbaar Rotterdam , VVD , D66 , NIDA , Denk en het CDA , hebben donderdag een motie ingediend met het voorstel om onder meer dit rapport te bespreken .",1
25,,,RT @PVV_Overijssel : De gemeente Deventer chanteert de organisatie van de Sinterklaasintocht .,1
26,,,"De gemeente had strenger moeten optreden en afspraken beter moeten vastleggen , staat in het rapport .",1
27,,,De provincie Overijssel verleende de vergunning en kreeg daarbij instemming van de gemeenteraad .,1
28,,,Zij moeten op de hoogte worden gesteld van de motie en krijgen dan de kans om zelf formeel op te stappen .,1
29,,,Gisteren werden er huiszoekingen gedaan bij de wethouders van Hart voor Den Haag/Groep de Mos .,1
30,,,Waardering voor aanpak Penitentiaire Inrichting van @DJI_detentie in @Gemeente_Almelo htt,1
31,,,"De andere coalitiepartijen noemen het corruptieonderzoek pijnlijk , omdat integriteit bij de formatiegesprekken vorig jaar hoog op de agenda stond .",1
32,,," De burgemeester zal in de raad met een goed verhaal moeten komen "" , beseft ook VVD fractieleider Frans de Graaf .",1
33,,,Na alle commotie trok het college het plan medio december weer in.,1
34,,,Op 14 januari kreeg Kotteman een motie van treurnis aan de broek.,1
35,,,Meibergen was in de ogen van de gemeente de gebeten hond die ook geen belang had bij een uitzetting .,1
36,,,"VVD , D66 en Groen Links hebben na gesprekken met Groep de Mos besloten de samenwerking direct te beindigen , schrijven ze in een gezamenlijke verklaring .",1
37,,,Zoals dit voorjaar gemeld had de gemeente Tubbergen de eigenaar van de boerderij gedreigd met een zogenoemde last onder dwangsom .,1
38,,,Ondertussen dreunt de oekaze die in mei werd opgelegd door de zes deelnemende gemeenten om te stoppen met het sociale werkbedrijf in Almelo nog steeds na bij alle werknemers .,1
39,,,"Andere oppositiepartijen vinden dat er juist eerder ingegrepen had moeten worden , omdat er volgens hen bij eerdere debatten over de nachtvergunningen al signalen waren van belangenverstrengeling .",1
40,,,"De fractie spreekt over "" karaktermoord op twee hardwerkende wethouders "" .",1
41,,,"Een van de ondernemers die Groep De Mos steunt , Atilla Akyol , zou geld aan de partij hebben gegeven in ruil voor vertrouwelijke informatie over het stadsbestuur .",1
42,,,Maar de vergunning van de provincie laat meer toe dan de gemeenteraad eist .,1
43,,,"Hoe dan ook : feit is dat de VVD , D66 en Groen Links het vertrouwen in Groep De Mos hebben opgezegd .",1
44,,,Ze hoopt dat ze bij de aankomende jaarwisseling nog burgemeester van de Hofstad is .,1
45,,,"De partijen stellen dat Den Haag "" boven alles moet kunnen vertrouwen op een integer stadsbestuur dat boven alle verdenkingen verheven is , en dat de belangen van alle Hagenaars dient "" .",1
46,,,Hier wil het college van B&W in principe mee akkoord gaan .,1
47,,,Politieke tegenstanders valt het op dat Groep De Mos zich in de gemeenteraad hard maakt voor deze ondernemers .,1
48,,,Dat de staatssecretaris feitelijk niet gaat over de invulling en de verantwoordelijkheid van de desbetreffende gemeenten doet daar niets aan af .,1
49,,,Wat een smerige vorm van chantage in deze gemeente : https://t.co/rFTp083x0B,1
50,,,Onder deze gunsten valt volgens justitie het krijgen van vertrouwelijke informatie uit het stadsbestuur .,1
51,,,Een kwart van de deelnemers vindt dat de burgemeester gewoon kan blijven zitten .,1
52,,,"Het is zeer uitzonderlijk dat wethouders in verband worden gebracht met corruptie , weet docent bestuurskunde Julien van Ostaaijen .",1
53,,,De woonboerderij is al een kleine twee jaar onderwerp van discussie nadat omwonenden een brandbrief naar de gemeente hadden gestuurd .,1
54,,,"De drie voormalige coalitiepartijen Groen Links , VVD en D66 hadden de motie tijdens een ingelast debat ingediend voor het geval dat de wethouders van Groep de Mos niet wilden terugtreden .",1
55,,,"Krikke gaat dat debat "" met open vizier tegemoet "" .",1
56,,,Binnen de gemeenteraad van Den Haag lopen de meningen ver uiteen .,1
57,,,De wethouders herkennen zich niet in de verdachtmakingen .,1
58,,,"Daarom hebben we onze verantwoordelijkheid genomen , om niet de schijn van integriteitsschending boven ons stadsbestuur te hebben .",1
59,,,De Onderzoeksraad stelde vast dat de gemeente om de vrede met de bouwers te bewaren onverantwoorde risico 's heeft genomen .,1
60,,,De Mos en Guernaoui traden dinsdag al tijdelijk terug op verzoek van burgemeester Pauline Krikke .,1
61,,,Het is een reeks waar Enschede allesbehalve trots op zal zijn : de gemeente bezuinigt voor de tiende begroting op rij .,1
62,,," Een bijeenkomst is pas compleet als Emile er bij is geweest en er verslag van heeft gedaan "" , vonden de Leidse burgemeester en wethouders , die de erepenning toekenden .",1
63,,,"Zo vindt bijvoorbeeld de PVV het besluit te drastisch , omdat de wethouders nog enkel verdachten zijn .",1
64,,,"Ondanks dat de gemeente de veiligheid van bij de vreugdevuren wilde waarborgen , kregen ze geen steun van de bouwers , die de afspraken overtraden .",1
65,,,De burgemeester is verantwoordelijk voor de openbare orde en veiligheid .,1
66,,,"Hulpdiensten zoals de brandweer en de politie moeten de gemeente gevraagd en ongevraagd bijstaan met deskundig en kritisch advies , vindt de raad .",1
67,,,"Sterker en strijdbaarder dan ooit "" , zei hij over het opzeggen van het vertrouwen door zijn coalitiepartners .",1
68,,,"Geen politici die besluiten voor en over burgers nemen , maar burgers die de politici adviseren over besluiten in de toekomst .",1
69,,,"VVD , D66 en Groen Links maakten vanmiddag bekend de samenwerking met Hart voor Den Haag/Groep de Mos op te zeggen .",1
70,,,De visiemakers werd gevraagd over wat misschien belangrijk kan zijn in de toekomst van hun gemeente .,1
71,,,De gemeente maakte er met Hans Meibergen een ' spierballengevecht ' van .,1
72,,,De Raad is nu klaar met alle juridische uitvluchten die de gemeente telkens bedacht om uitzetting van de bewoners te voorkomen .,1
73,,,"De overige coalitiepartijen zeggen in een gezamenlijk statement dat "" dat er daarna hard gewerkt moet worden aan een stabiel stadsbestuur dat kan rekenen op een meerderheid in de Haagse gemeenteraad "" .",1
74,,,"Met deze vergunningen kunnen duidelijke afspraken worden gemaakt , hebben de burgers ook inspraak en kunnen de politie en brandweer zowel gevraagd als ongevraagd advies geven .",1
75,,,Juridische uitvluchten Muziekhandelaar Hans Meibergen moest onder druk van de gemeente een einde maken aan de bewoning van zijn bedrijfspand aan de Kamperstraat .,1
76,,,De gemeente Zwolle wil allerlei buurtinitiatieven meer zichtbaar maken .,1
77,,,De gemeente Staphorst stelt ook dit jaar een geldbedrag beschikbaar waarmee de waardering en erkenning voor mantelzorgers wordt uitgesproken .,1
78,,,"Verder moet de gemeente beter gebruik maken van de ervaringen van eerdere jaarwisselingen en ervoor zorgen dat de organisatoren van de vuren bekend zijn , zodat die aangesproken kunnen worden op hun verantwoordelijkheid .",1
79,,,De eigenaar van de boerderij aan de Ossendijk had van de gemeente tot 1 oktober de gelegenheid gekregen om een einde te maken aan de illegale huisvesting van Poolse arbeiders .,1
80,,,In de uitsterfregeling kan de gemeente nu regelen dat de bewoners er tot aan hun dood of definitieve vertrek uit de woning mogen blijven .,1
81,,,"De Haagse ondernemer John van Zweden , die Groep De Mos ook al jaren steunt , zegt in het AD dat het om  een vooropgezet plan van rancuneuze linkse partijen gaat  .",1
82,,,In januari vond 54 procent van de deelnemers aan Wat vindt Nederland ? dat burgemeester Krikke moest opstappen .,1
83,,,Volgens de woordvoerder is geen enkel monument in Kampen meer veilig als welstandsadviezen zo makkelijk worden afgehandeld .,1
84,,,De gemeente Groningen hield woensdag een spoeddebat over de kraakactie .,1
85,,,Volgens wethouder Sharon Dijksma van Verkeer & Vervoer is het belangrijk om mensen aantrekkelijke alternatieven te bieden voor de auto als de stad het autoverkeer wil verminderen .,1
86,,,Vanwege het getraineer is de gemeente ook veroordeeld tot een schadevergoeding van duizend euro voor Meibergen .,1
87,,,"In een vernietigend rapport schreef de raad vanochtend dat de gemeente wist dat de bouwers zich niet hielden aan gemaakte afspraken , maar niet ingreep .",1
88,,,Het Haagse college van B&W neemt de aanbevelingen van de Onderzoeksraad daarom volledig over .,1
89,,,"Vandaag zegden de andere coalitiepartijen , VVD , D66 en Groen Links , het vertrouwen op in Hart voor Den Haag/Groep de Mos , waarmee het Haagse college viel .",1
90,,,"Overigens legde het gemeentebestuur een jaar geleden ook al eens een dwangsom van 20.000 euro op , waarbij de boer eveneens een ultimatum kreeg .",1
91,,,Staphorst moet bezuinigen en niet zo’n beetje ook .,1
92,,,"Momenteel is ze nog tot haar benoeming in Almelo , algemeen directeur/gemeentesecretaris van de gemeente Oost Gelre .",1
93,,,"HSP-leider Joris Wijsmuller , wethouder in het vorige bestuur , noemt het nieuws “ ontluisterend en choquerend , maar we wisten dat dit ooit zou kunnen gebeuren .",1
94,,,"Het protest was goedgekeurd door de burgemeester van Moskou , waardoor het onwaarschijnlijk is dat er vandaag veel arrestaties verricht zullen worden.",1
95,,,"De gemeente weigerde aanvankelijk , er staan al drie molens in Rouveen , maar ging onder dreiging van een Provinciaal Inpassingsplan door de bocht .",1
96,,,"Een verhoging van tien procent , hiermee gaat de gemeente Ommen zich de markt uit prijzen "" , waarschuwde Hagedoorn toen.",1
97,,,""" Kortom : ik gebruikte de fractie-ondersteuning niet om gezeur te voorkomen . """,1
98,,,"Fractievoorzitter Daniëlle Koster van het CDA wil nog geen conclusies trekken : "" Dat doen we pas aan het eind van het debat volgende week .",1
99,,,Die vergunning zie ik niet in gevaar komen .,1
100,,,"Gemeenten kampen met grote financiële tekorten sinds de invoering van de Jeugdwet in 2015 , toen zij verantwoordelijk werden voor de jeugdhulp .",1
101,,,"Het referendum wordt , kortom , als mogelijkheid gezien om de politieke betrokkenheid van inwoners van een gemeente een nieuwe impuls te geven .",1
102,,,Everhardt stapt na negen jaar wethouderschap in Utrecht over naar de hoofdstad .,1
103,,,"Het is niet duidelijk of dat betekent dat de jongeren in die gemeenten zich aan de regels houden , of dat er in de desbetreffende gemeente niet of nauwelijks wordt gecontroleerd .",1
104,,,"Het is haar gelukt om met een afwijkend verhaal vijf zetels te winnen "" , zegt politiek verslaggever Xander van der Wulp .",1
105,,,"De provincie , de gemeente en Langezaal zeggen dat de vergunning wel voldoet aan de voorwaarden van de gemeenteraad .",1
106,,,"Intussen is dat aan het veranderen . ’ ’ Van Rie : "" De gemeente heeft het deels al opgepakt door gebiedsmanagers aan te stellen .",1
107,,,‘ Vanaf 2015 zijn gemeenten heel druk geweest met de transitie en nu komen we toe aan de daadwerkelijke transformatie .,1
108,,,Toch gedoogt de gemeente Deventer al jarenlang dat voormalige bedrijfswoningen worden bewoond door bewoners die geen binding ( meer ) hebben met een bedrijfsvestiging .,1
109,,,"In de praktijk blijken gemeenten wel te controleren , want ingeschreven zijn op een adres zonder woonbestemming is een uitzonderingssituatie .",1
110,,,"Omdat de Rijkssubsidies voor sociale werkplaatsen flink worden teruggeschroefd , zien de gemeenten geen toekomst meer in het bedrijf .",1
111,,,Met het opknappen van de wijk de Laarakkers vraag het college zich af of er ook niet andere wijken in Ommen zijn waar dezelfde opgaven spelen .,1
112,,,"Een andere aanbeveling die hij doet , is om voorlopende gemeenten te betrekken bij het ontwikkelen van standaarden .",1
113,,,"‘ Het belang van rekenkameronderzoek wordt in die gemeenten niet ingezien ’ , aldus de toelichting .",1
114,,,"Voor de beoordeling van de resultaten van het evaluatieonderzoek is door de gemeente een beoordelingskader opgesteld , waarin criteria zijn opgenomen . “",1
115,,,"Geld voor jeugdzorg wordt sinds 2015 toegevoegd aan het gemeentefonds en is vrij besteedbaar voor gemeenten , stelt de Algemene Rekenkamer in zijn brief aan de Kamer .",1
116,,,""" Wij vinden het als coalitiepartijen bestuurlijk onverantwoord als we deze ontwikkelingen voorbij laten gaan . """,1
117,,,"Aanleiding was het corruptie-onderzoek tegen twee wethouders van deze lokale partij , onder wie naamgever Richard de Mos zelf.Vanaf dat moment was het college van burgemeester en wethouders zijn meerderheid in de gemeenteraad kwijt .",1
118,,,‘ Drie gemeenten ( alle drie met minder dan 20.000 inwoners ) geven aan dat er geen vormen van mensenhandel lijken voor te komen in de gemeente . ’,1
119,,,Vanaf het jaar 2030 rijden er in de gemeente Groningen alleen nog maar schone vuilniswagens .,1
120,,,"Tegelijk heeft de gemeente het tekort op de jeugdzorg van rond 18 miljoen prima opgelost in de begroting , zegt Van Dellen.",1
121,,,Volgens de gemeente zal ‘ in navolging van de landelijke tijdgeest de uitstraling van de sinterklaasoptocht in Deventer moeten veranderen . ’,1
122,,,Intussen loopt er een WOB-procedure bij de gemeente om te achterhalen hoe dit nadere advies tot stand is gekomen .,1
123,,,Niemand heeft zich gemeld binnen deze termijn en dus zal formeel de gemeenteraad waarschijnlijk nog deze week aangifte doen .,1
124,,,"Wel dreigt de algemene reserve zonder aanvullende maatregelen in de huidige planperiode beneden de door de gemeente zelf benoemde ondergrens te komen . """,1
125,,,Ook de betrokken gemeenten en het waterschap verzetten zich .,1
126,,,Zwolle werkt aan een nieuw LHBT-beleid .,1
127,,,"Vanuit de coalitie ' Onze buurt De Posten ' werken we de komende jaren samen met Gemeente Enschede , woningcorporatie Domijn en Woonzorg Nederland én een heleboel partners aan het creëren van een duurzame buurt .",1
128,,,B en W van Staphorst stellen aan de gemeenteraad voor de OZB te verhogen met vier keer tien procent .,1
129,,,"In de raadsvergadering verwoordde hij zijn verontwaardiging met de woorden : "" Blijven wij deze patiënten hun medicijnen weigeren en laten we ze zo onnodig lijden of zijn wij een tijger en zetten we onze tanden er in ? """,1
130,,,""" Een burgemeester heeft twee hoofdverantwoordelijkheden : ze is hoeder van de integriteit van het bestuur en ze bewaakt de openbare orde en veiligheid "" , zegt de oud-wethouder .",1
131,,,"Als het aan de Hellendoornse GroenLinks-fractie ligt , is Henk Nijhof de opvolger van tijdelijk wethouder Willem Joosten .",1
132,,,Het zit de recreatieondernemers vooral dwars dat ze door de gemeente niet tijdig zijn geïnformeerd over de voorgenomen doorvoering van de inflatiecorrectie .,1
133,,,De VBU-voorzitter zegt dat dit totaal genegeerd is door de gemeente .,1
134,,,Voormalig VVD-minister Johan Remkes wordt met ingang van 12 oktober benoemd tot waarnemend burgemeester van Den Haag.,1
135,,,Er wordt wel eens ‘ vals gespeeld ’ bij de keuring die door gemeente en hulpmiddelenleverancier Kersten werd uitgevoerd .,1
136,,,Ook komt er hulp voor ondernemers die onder de handel gebukt gaan.,1
137,,,Actiegroep 1037 Against Animal Cruelty heeft op 28 september aangifte gedaan tegen de Gemeente Sittard-Geleen omdat de gemeente zorg zou onthouden aan de karpers in de kweekvijver van De Driepoel in Geleen.,1
138,,,De Liesselse familie Van Ooij heeft bij de politie aangifte gedaan tegen wethouder Helm Verhees van de gemeente Deurne. ,1
139,,,"Ze is positief over de toekomst, ook al zegden de vier wethouders van de gemeente Haaren in februari het vertrouwen in haar op en bracht zij daardoor haar laatste acht maanden als burgemeester met ziekteverlof thuis door. ",1
140,,,Donderdag 31 oktober wordt het advies in een raadscommissie van de gemeente Midden-Groningen besproken.,1
141,,,Het CDA roept de gemeente op om stikstofplaatsingsruimte binnen de gemeente goed vast te leggen naar het advies van de commissie Remkes.,1
142,,,De vergadering van de gemeenteraad over de uitkomsten van het OVV-rapport over vreugdevuren gaat voorlopig niet door vanwege het opstappen van burgemeester Krikke.,1
143,,,Dit amendement heeft de strekking dat het niet wenselijk is dat de ter plaatse aanwezige (volgens het amendement kleinschalige) bijenhouderij de huur wordt opgezegd als de overlast van het houden van bijen voor de nieuw te bouwen woningen niet kan worden tegengaan door de groenstrook (overwogen zou dan kunnen worden schermen te plaatsen).,1
144,,,"Dit is volgens Michel Hardeman (CDA) in strijd met het op 11 juli aangenomen amendement van VVD, CU en GBW. ",1
145,,,"Coalitiepartijen CDA, GroenLinks en Nieuw Elan dienden dit amendement in samen met oppositiepartijen D66, SGP, WKB, ChristenUnie en PvdA. ",1
146,,,B en W willen desondanks dat er in de dorpen wordt gebouwd.,1
147,,,Deze drie partijen riepen B&W vorig jaar op op om in gesprek te gaan over de intocht voor de komende jaren waarbij een situatie moet worden voorkomen zoals die zich in Zwolle voordeed op zaterdag 17 november 2018.,1
148,,,Het college van B&W presenteert de gemeenteraad in april een pakket maatregelen die de uitgaven in het sociaal domein beter in de pas laten lopen met het beschikbare budget.,1
149,,,De gemeente Loppersum heeft de begroting voor komend jaar met moeite rond gekregen.,1
150,,,"Daar bleef het gisteravond niet bij. Ter Keurs zei dat de gemeente juist vanwege de interne reorganisatie behoefte heeft aan ,,rust en nieuwe energie”. ",1
151,,,Het zou te veel tijd kosten en een groot deel van de gemeenteambtenaren zou daarom aan het college van Burgemeester & Wethouders adviseren om het experiment niet door te zetten.,1
152,,,Het college van burgemeester en wethouders van de gemeente Steenwijkerland voelt vooralsnog weinig voor de bouw van een nieuwe school voor het voortgezet onderwijs.,1
153,,,Burgemeester en wethouders willen eerst toch nog eens bekijken hoe de dienstverlening naar de inwoners het beste opgezet kan worden.,1
154,,,"Burgerinitiatief BUIN, dat zich inzet voor een behoud en een levensvatbare toekomst van het Kulturhus, opperde dat ook al.",1
155,,,Bewoners voelen zich bij burgerinitiatief tegengewerkt door gemeente: ‘Een onnodig langslepende zaak’,1
156,,,Het college van de gemeente Oldambt viel toen de SP begin september aangaf zich niet te kunnen vinden in de aangekondigde bezuinigingen.,1
157,,,Wat weten we na een urenlang debat over het ontslag van burgemeester Harald Bouman van Noordoostpolder?,1
158,,,"Hoewel concrete cijfers ontbreken, stelt de commissie, aan de hand van de interviews en een onderzoek van de GGD uit 2016, dat de Zundertse jeugd meer drinkt dan jongeren in andere gemeenten.",1
159,,,Dat vertelt hij tijdens het debat dat nu gaande is in het stadhuis over het rapport van de Onderzoeksraad voor Veiligheid.,1
160,,,Dat heeft wethouder Marjolein Moorman donderdagmiddag gezegd tijdens een debat over de kwestie. ,1
161,,,De avond kan echter ook de bevestiging zijn van een blijvend gebrek aan dualisme. ,1
162,,,Tijdens de vergadering maakte wethouder en locoburgemeester Mattias Gijsbertsen bekend dat den Oudsten benoemd is tot ereburger van de gemeente Groningen.,1
163,,,Het meest bijzondere is een voordracht door de gemeenteraad voor het ereburgerschap.,1
164,,,De gemeenteraad van Zwolle heeft het ereburgerschap toegekend op voordracht van het college van B&W.,1
165,,,De SP-fractie in de gemeente Midden-Groningen steunt alsnog de bezuinigingen op de jeugdzorg en de Wmo.,1
166,,,"Waar Warnier zich naar eigen zeggen 'tegengewerkt' voelde door zijn inmiddels ex-fractie, beticht die op haar beurt Warnier van 'zetelroof'. ",1
167,,,Fractievoorzitter Govert Geldof uit Tzum van SAM Waadhoeke stapt per 1 december uit de gemeenteraad.,1
168,,,"Maar plotseling moest er op aandrang van de PvdA een fractievoorzittersoverleg komen', legt Modderman uit.",1
169,,,Tevens; wanneer is het fractievoorzittersoverleg van een hogere orde dan de Gemeenteraad?,1
170,,,"Burgemeesters en wethouders van de gemeenten Appingedam, Delfzijl, Loppersum en Het Hogeland hebben overeenstemming bereikt over de ontbinding van de gemeenschappelijke regeling WO DEAL per 1 januari 2021.",1
171,,,"Dit uit onvrede over de extra kosten die steeds in rekening worden gebracht, en de beperkte invloed die de gemeente op de gemeenschappelijke regeling heeft",1
172,,," Het veelbesproken plan om een einde te maken aan de gemeenschappelijke regeling met Almelo, Wierden, Rijssen-Holten, Hellendoorn en Tubbergen roept bij CDA Twenterand veel vragen op.",1
173,,,Bewoners oude school Hemelrijken in schoolstrijd tegen gemeente Eindhoven,1
174,,,Woonwagenbewoners in Nuenen kunnen het met de gemeente niet eens worden over plannen voor de woonwagenkampen Kremersbos en Bosweg.,1
175,,,De gemeenteraad van Apeldoorn wil een algeheel verbod op het afsteken van vuurwerk in de gemeente. ,1
176,,,Diverse maatschappelijke organisaties togen dinsdagavond naar de raadszaal in Goirle om de gemeenteraad veel wijsheid te wensen bij het maken van vele moeilijke keuzes. ,1
177,,,Directeur Hanneke Bruggeman luidt de noodklok in een brief aan de gemeenteraad.,1
178,,,"Tijdens de raadsvergadering van 22 oktober 2019 is Arnoud Kastelijns, voormalig gemeenteraadslid van Gemeentebelangen, benoemd en beëdigd als wethouder.",1
179,,,Adri van Zweden moet tegen haar zin in vertrekken als gemeenteraadslid in de gemeente Woensdrecht.,1
180,,,"Marga Schoots geeft haar zetel in de VVD-fractie van de Provinciale Staten op, om actief te blijven als gemeenteraadslid in Elburg.",1
181,,,Harby Scheper uit Sellingen wordt per 1 november benoemd als nieuwe gemeentesecretaris van de gemeente Westerwolde.,1
182,,,Louk Bongarts heeft ontslag genomen als gemeentesecretaris van Valkenburg om wethouder in Beekdaelen te worden. ,1
183,,,",,Met Christien Bronda hebben we een fantastische gemeentesecretaris binnengehaald, met liefde voor stad en ommeland, brede ervaring binnen grote overheidsorganisaties en een groot netwerk in het Noorden en in Den Haag.’’",1
184,,,",,De cursus past bij het streven om inwoners meer bij de gemeente en de gemeentepolitiek te betrekken”, zegt griffier Toon Dashorst van de Groningse gemeenteraad.",1
185,,,De Weesper griffier houdt zich graag bezig met het betrekken van inwoners bij de politieke besluitvorming.,1
186,,,De gemeente Maastricht gaat niet in hoger beroep tegen de uitspraak van de rechter in de spionagezaak.,1
187,,,Een hoger beroep van de gemeente en de provincie bij de Raad van State heeft niets uitgehaald. ,1
188,,,Oud-raadslid Joeri Oudshoorn van de Haagse Stadspartij wijst op meer zaken in de gemeente die vragen zouden oproepen over integriteit.,1
189,,,Zijn benoeming werd overschaduwd door de twijfel die de oppositie heeft over zijn integriteit.,1
190,,,Dat was de inzet van het hoger beroep van de tweede rechtszaak tussen de gemeente Amsterdam en delizaak Vinnies.,1
191,,,"Het debat was aangevraagd door de VVD, die daarvoor het stevige middel van een interpellatie had ingezet.",1
192,,,"Loes ten Dolle zei aan het eind van het debat, dat de interpellatie helderheid heeft gebracht.",1
193,,,"Wij zullen u zeker verder op de hoogte houden van de bespreking met de nieuwe Vlaamse minister en wij danken u nogmaals voor uw interpellatie over dit dossier”, aldus de schepen.",1
194,,,"Voor het eerst in zijn bestaan heeft de SGP een mediator van buitenaf ingeschakeld, in deze zaak. ",1
195,,,"Gemeenten zien zich genoodzaakt om mediators in de arm te nemen omdat burgers steeds mondiger worden, zegt Aik Kramer, onafhankelijk mediator.",1
196,,,Gisteren werd door een meerderheid van de raad een motie daarover aangenomen.,1
197,,,De gemeenteraad nam een jaar geleden een motie aan om de bekladde tunnels van de Hoge Steenweg en de Duinlaan schoon te maken en ze dan door een kunstenaar te laten beschilderen. ,1
198,,,Gemeenteraad stemt motie tegen geplande windmolens: “We halen alles uit de kast om huidige project tegen te houden”,1
199,,,Wethouder Daan de Kort reikte haar de onderscheiding uit.,1
200,,,Griffier Gerard Vrenken ontving donderdagmiddag 24 oktober 2019 een Koninklijke Onderscheiding uit handen van Burgemeester Theo Weterings. ,1
201,,,Vooral een hogere uitkering van het Rijk van 938.000 euro maakt dat de lopende begroting in het groen blijft met een overschot van  141.157 euro.,1
202,,,"De meerjarenbegroting van de gemeente laat een overschot zien in alle jaren, voor de jaren 2021 en 2022 bedraagt dit iets meer dan € 400.000,-.",1
203,,,"Dat overschot van negen miljoen was vooral te danken aan hogere opbrengsten door de verkoop van bouwgrond, doordat er minder geld wordt uitgegeven aan de inhuur van personeel en door de bezuinigingen op de uitgaven in het sociaal domein, de gemeentelijke afdeling zorg, welzijn en bijstand. ",1
204,,,"„Wij hebben het bestuur meermaals aangesproken op de achterstand”, informeerde wethouder Louis Koopman de raad.",1
205,,,"Het college wil 60.000 euro subsidie extra te verstrekken, maar ook dat is niet genoeg, liet directeur-bestuurder Ans Mebelder weten aan het college.",1
206,,,Het raadslid beseft dat een vuurwerkverbod niet zonder slag of stoot kan worden ingevoerd.,1
207,,,Een burgemeester met tranen in de ogen en een geëmotioneerd raadslid dat huilend de zaal verlaat.,1
208,,,Nieuw raadslid GroenLinks wil Leidse kinderarmoede aanpakken: “Iedereen moet mee kunnen doen”,1
209,,,Waalwijk en ‘bezetters’ voortuintjes op ramkoers; gemeente belt bewoners en kondigt rechtszaken aan,1
210,,,"Het dieptepunt is bereikt met een rechtszaak tegen de gemeente, die hun woning drie maanden wil sluiten vanwege de Opiumwet.",1
211,,,Gemeente verliest rechtszaak en moet rapporten Oosterwold verstrekken,1
212,,,Dat stelt de Rekenkamer Barendrecht in haar vandaag verschenen rapport ‘In gebreke gebleven.,1
213,,,"In een nieuwe notitie die dinsdag openbaar wordt gemaakt, zegt de rekenkamer dat de gemeente Rotterdam herhaaldelijk overmoedig is, daardoor te veel financiële risico's neemt en meer moet leren van het verleden.",1
214,,,"Dat concludeert de Rekenkamer in Rotterdam na onderzoek naar het debacle met het Warmtebedrijf, in een rapport dat morgen wordt gepresenteerd.",1
215,,,"Dit is een conclusie uit een gezamenlijk Rekenkameronderzoek van de gemeente Baarn, Bunnik, IJsselstein, Nieuwegein en Soest.",1
216,,,"Het Rekenkameronderzoek is politiek gevoelig, omdat Visser en Berg momenteel sleutelposities hebben rond het beoogde nieuwe Feyenoord-voetbalstadion aan de Nieuwe Maas.",1
