id,keyword,location,text,target
46,,,Ze werkte eerst bij de gemeente Enschede en daarna als gemeentesecretaris in Oost-Gelre.,0
47,,,"Afgelopen maand zijn alle burgemeesters, wethouders, raadsleden, griffiers, gemeentesecretarissen, commissarissen van de koning en leden van Gedeputeerde Staten en Provinciale Staten benaderd om deel te nemen aan een online onderzoek.",0
48,,,"Daarvoor was hij gemeentesecretaris in onder andere Millingen aan de Rijn, Denekamp, Dinkelland, Opsterland en Rheden.""",0
49,,,"Toen Van Wuijtswinkel in 2016 als gemeentesecretaris begon, waren alleen de cultuurinstellingen verzelfstandigd.",0
50,,,"Het crisisteam, of ook wel genoemd Gemeentelijk Beleidsteam (BGT), bestaat uit burgemeester Erica van Lente, (vervangend) Gemeentesecretaris Henry van der Woude, Adviseur Crisisbeheersing Wilco Guldemond en communicatieadviseur Myrthe Honingh.",0
51,,,"„Ontstaat er onverhoopt een geschil of komt de aannemer zijn afspraken niet na, dan kun je via Bouwgarant een arbitragezaak aanspannen.’’",0
52,,,Er waren geschillen over de erfenis.’’,0
53,,,„Het is belangrijk dat buren hun onderlinge ergernis of geschil zo snel mogelijk samen bespreken.,0
54,,,eze onafhankelijke commissie oordeelt bij geschillen tussen ondernemers.,0
55,,,"Een aantal mensen, de griffier en collegeleden, zit in het gemeentehuis achter de laptop op de eigen werkkamer. ",0
56,,,"En ook het OM en de rechterlijke macht verzoeken journalisten inmiddels om geen namen meer te noemen van aanklagers, rechters en griffiers in publicaties; rechtbanktekenaars is bovendien gevraagd om de magistratuur niet herkenbaar in beeld te brengen.",0
57,,,Dit wordt momenteel verder uitgewerkt door de raadsleden met de griffiers van de gemeenteraden.,0
58,,,"De insprekers melden zich, zoals gebruikelijk, vooraf bij de griffier en krijgen vervolgens een linkje om tijdens de vergadering in te loggen.",0
59,,,Daarnaast werd de raadsgriffier vergezeld door twee andere ambtenaren.,0
60,,,"""""Het geluid stond heel zacht"""", zegt raadsgriffier Corrie Steenbergen.",0
61,,,"De vergadering wordt in aangepaste vorm en zo beknopt mogelijk gehouden, laat raadsgriffier Amresh Dewkalie desgevraagd weten.",0
62,,,"‘De gemiddelde omvang van de griffie bij gemeenten is 2,85 fte, de gemiddelde omvang van de ambtelijke organisatie bij gemeenten is ongeveer 350 fte.",0
63,,,"De tijdelijke wet biedt ook ruimte voor briefstemmen; per post, per koerier of door inlevering van stembriefjes bij de griffie.",0
64,,,",,Deze man trok in discussies dikwijls de integriteit van serieuze gespreksdeelnemers openlijk in twijfel”, vervolgt Oskam.",0
65,,,Bij integriteit is dat 62 procent.,0
66,,,"Ik heb al lang affiniteit met integriteit, ook bijvoorbeeld als voormalig officier van justitie in rijksrecherchezaken.",0
67,,,Daarom pleiten de onderzoekers ervoor om de integriteitskwestie te laten beoordelen door een provinciale toetsingscommissie met deskundigen.,0
68,,,Het is de vraag of dat wenselijk is in een integriteitskwestie.,0
69,,,Wel lijkt het haar goed om nog eens naar de gedragscode voor bestuurders en politici te kijken en naar het intern bespreken van integriteitskwesties.,0
70,,,"Bij een integriteitsonderzoek wordt gekeken naar functies in het verleden, nevenfuncties en andere kwetsbaarheden.",0
71,,,Andere voorwaarden zijn dat er maximaal 100 gasten ontvangen mogen worden en dat de aanvrager recent nog een integriteitsonderzoek vanuit de Wet Bibob moet hebben ondergaan.,0
72,,,"„Natuurlijk kan een raadslid altijd schriftelijke vragen stellen en is het daarnaast mogelijke een interpellatie (verantwoordingsdebat, red.) aan te vragen. ",0
73,,,"Het zijn stuk voor stuk werken van hoge kwaliteit,' geeft Hanny aan.",0
74,,,"De nadruk wordt gelegd op de kwaliteit van de zang, maar ook op talentontwikkeling en grensverleggendheid.",0
75,,,"Volgens de bond wordt bovendien de kwaliteit van het ijs op open water niet gecontroleerd, omdat er vanwege corona ook geen toertochten worden georganiseerd.",0
76,,,Doel van het experiment is om te onderzoeken of en hoe op kwaliteit gecontroleerde wiet aan coffeeshops kan worden geleverd.,0
77,,,"Onderzoeken maken keihard duidelijk dat de kwaliteit van de lucht die we inademen van grote invloed is op het aantal jaren dat we leven, zegt Krol.",0
78,,,"Blankestijn doet het personen- en familierecht. Sociaal zekerheidsrecht, arbeidsrecht, ondernemingsrecht en mediation zijn ondergebracht bij zijn collega’s.",0
79,,,Dan is mediation niet zo zinvol.”,0
80,,,"Is mediation, waarbij een derde, onafhankelijke mediator beide partijen nader tot elkaar probeert te brengen, een oplossing?",0
81,,,Bij een kink in de communicatieve kabel is mediation de logische stap.,0
82,,,Over 265 voorstellen is een negatief advies uitgebracht.,0
83,,,"Er is een negatief advies voor langer open houden”, stelt Aboutaleb.",0
84,,,"Zo geven brandweer en politie een negatief advies, bijvoorbeeld als het gaat om de omgang met de mensenmassa.",0
85,,,Feit is dat de brandweer aanvankelijk een negatief advies gaf.,0
86,,,De rest van de ouders is toen niet geïnformeerd.”,0
87,,,“Ik breng mijn kind in goed vertrouwen naar school en dan worden wij niet geïnformeerd.”,0
88,,,"Bovendien is het medisch centrum, waaronder de Westerhaarse polikliniek van het Röpcke-Zweers Ziekenhuis, vooraf niet geïnformeerd over de wegopbrekingen, meldt het bestuur van AZB.",0
89,,,Bij Boeing bijvoorbeeld wordt door anonieme bronnen aangegeven dat de misère rond probleemtoestel 737 MAX te maken had met disfuntioneren op alle niveaus in de organisatie; zozeer zelfs dat volgens één van die bronnen het nieuwe vliegtuig ontworpen zou zijn ‘door clowns onder toezicht van apen’.,0
90,,,"Op 30 juni van dit jaar stonden 21.170 jongeren onder toezicht, eind 2018 waren er dat 20.770 jongeren.",0
91,,,Daarmee is NWB Bank de vijfde bank van Nederland en groot genoeg om onder toezicht van de Europese Centrale Bank (ECB) te vallen.,0
92,,,‘Voor Schouwen-Duiveland geldt dat ze meer tijd hebben genomen voor een plan en dan kom je formeel onder toezicht.,0
93,,,Want naast één van de openingen stond (en staat) een waarschuwingsbordje met huisregels.,0
94,,,Een uur na opening is er in Loon op Zand geen pompje desinfecterende handgel meer te krijgen.,0
95,,,In de dagen voor de jaarwisseling worden door onderhoudsbedrijf Gildebor de binnenbakken van afvalbakken weggehaald en de openingen van hondenpoepbakken dichtgemaakt.,0
96,,,Na opening van de handel werd die prijs meer dan verdubbeld: de koers schoot omhoog naar zo'n 146 dollar.,0
97,,,Wij hebben in Nederland een overschot aan stikstof en fosfaat.,0
98,,,Het stoffelijk overschot dat zondagavond bij Almelo werd gevonden is van een jong meisje van veertien.,0
99,,,"Als we een overschot hebben aan zon of wind, zetten we dat om in gas.",0
100,,,"In de chaos raakten sommige lichamen zoek: het stoffelijk overschot van Jose Luis Molina's vader, bijvoorbeeld.",0
101,,,"Een overschot aan voedingsstoffen zorgt niet alleen voor minder vissen, maar bedreigt ook de kwaliteit van ons drink- en zwemwater doordat bijvoorbeeld blauwalg en botulisme oprukken.’’",0
102,,,De stelselmatige overschrijding van de Nederlandse stikstofuitstoot dwingt het kabinet tot maatregelen die tot voor kort nog politiek ondenkbaar waren.,0
103,,,Het aantal overschrijdingen in Dinkelland of Losser zou in Enschede niet  eens opvallen.”,0
104,,,"Uit het onderzoeksrapport kwam verder naar voren dat er """"geen overschrijding"""" van de belasting van het dak ontstaat, als het vol zou staan met trekkers uit de categorie T5.",0
105,,,"‘Ik hoop niet dat de overschrijding van je studiekosten even groot was als de kostenoverschrijding van deze tram’, grapt medepassagier Harmen Schuitema.",0
106,,,"Jan van Hoek, voorzitter raad van bestuur: ,,De cliënt woont al jaren in deze vestiging, maar is van de één op de andere dag begonnen met schreeuwen.",0
107,,,In het advies wijst de raad op het internationale onderwijsonderzoek PISA dat onlangs werd gepubliceerd.,0
108,,,"Dat is zorgelijk, vindt de Raad voor Cultuur, die vandaag met een advies over bibliotheken komt voor het ministerie van Onderwijs, Cultuur en Wetenschap.",0
109,,,"De motorclub werd in 2018 verboden door de rechtbank, de Hoge Raad bepaalde in november 2020 dat het verbod in stand moet blijven.",0
110,,,"Vier jaar eerder begon hij als raadslid voor het CDA, waarvoor hij bij de verkiezingen van 2013 lijsttrekker was.""",0
111,,,Onder de aanwezigen was ook het Haagse gemeenteraadslid Richard de Mos.,0
112,,,Het Nijmeegse CDA-raadslid Marjolijn Mijling is een volledig andere mening toegedaan.,0
113,,,"Volgens eerdere verklaringen van de Centric-eigenaar, die ook het beursgenoteerde Oranjewoud grotendeels in handen heeft, is er geen sprake van managementleegloop maar van een reorganisatie waarbij niet goed presterende mensen zijn vertrokken.",0
114,,,De milieuproblemen bij Tata Steel komen bovenop een reorganisatie van het bedrijf waarbij 1600 mensen hun baan dreigen te verliezen.,0
115,,,Het museum zal voortaan op maandag niet meer open zijn vanwege de reorganisatie.,0
116,,,"Ook de gemeente Den Haag beloofde steun, maar de reorganisatie was volgens Schat onafwendbaar.",0
117,,,Uit een reconstructie die de curator maakte op basis van gesprekken en (jaar)verslagen blijkt dat Atak al in 2014 heeft ingezien dat een reorganisatie en samenwerking met het Wilminktheater nodig was om het tij te keren.,0
118,,,"Wij vinden dat in zulke gevallen altijd de dader ter verantwoording moet worden geroepen, niet de organisator van het evenement.'",0
119,,,"Zelfs op deze vroege ochtend, waarin de snijdende kou de buitenlucht geen aangename plek maakt, roepen voorbijgangers de handhavers ter verantwoording.",0
120,,,Woensdagmiddag vanaf 17.00 uur legt de minister verantwoording af in de Tweede Kamer.,0
121,,,"Behandel je kind zoals je de buurman ook zou behandelen, die roep je bijvoorbeeld ook niet in een vol gezelschap ter verantwoording, die neem je even apart.",0
122,,,De curatoren zien dat anders en zeggen geen enkele toezegging te hebben gedaan.,0
123,,,In een reactie erkent het ministerie nu dat die toezegging voor extra vluchten is gedaan.,0
124,,,Direct na haar toezegging meldden de eerste private schuldeisers zich bij de gedupeerden.,0
125,,,Welke toezeggingen heeft Veldhuis gedaan?,0
126,,,Het pensioen wordt persoonlijker en transparanter.,0
127,,,"‘Ik vind openheid, transparantie en het erbij betrekken van alle partijen heel belangrijk. ",0
128,,,"Alternatieven zoals een transparant gelaatsmasker helpen iets, maar niet veel - bovendien zijn deze niet toegestaan als mondkapjes-alternatief.",0
129,,,Het gaat mij nu om de transparantie.,0
130,,,"Antonio León, die burgemeester is namens een onafhankelijke partij, begint eerst over de teleurstelling in de traditionele partijen, dan over de treurnis die na de economische crisis nooit voorbij ging, vervolgens over de afkeer van de Catalaanse onafhankelijkheidsdrift.",0
131,,,"Grote treurnis is er ook binnen Gemeentebelang, de partij van Peter Onvlee.",0
132,,,"k heb daar wel vertrouwen in, want het zijn ook al rustige plekken.",0
133,,,"Wij hebben er vertrouwen in dat Sharon Dijksma zal handelen met praktische wijsheid, zelfbewustzijn en dat ze laat zien wat ze doet ten dienste van anderen"""", zei GroenLinks-raadslid Heleen de Boer die de voordracht bekendmaakte.",0
134,,,"""""Ik heb er geen vertrouwen in dat camera's en niet contant betalen de problemen zullen stoppen"""", zegt Wim Eilert van de PvdA.",0
135,,,"Ik ben in die buurt geboren, nu vertrouwen ze mij niet meer. ",0
136,,,Voor de meesten komt het wantrouwen ook pas dan en in stapjes.,0
137,,,Dat veroorzaakt paniek en wantrouwen,0
138,,,Het wantrouwen groeit in het stadsdeel Grenfell in Londen.,0
139,,,"Wantrouwen, argwaan, boosheid en gelatenheid des te meer, voegde hij eraan toe.",0
140,,,"2019 zou in Eindhoven ‘the proof of the pudding’ zijn, vertelde wethouder Renate Richters (jeugd, zorg, GroenLinks) destijds.",0
141,,,Wethouder William Dogger heeft vorige week dinsdag het startsein gegeven voor de werkzaamheden aan de rotonde De Brink en een deel van de Thomas à Kempisstraat.,0
142,,,"Wethouder Alex Langius gaf afgelopen week aan de optie best te willen onderzoeken, als daar vanuit de gemeenteraad interesse in is.",0
143,,,"En dan kunnen we dus ook snel aan de slag, hoe mooi kun je het krijgen?"""", vraagt wethouder Jan ten Kate zich af.",0
144,,,De snelheid en doeltreffendheid waarmee ze haar naamsverandering publiek maakte - vooral via sociale media - verrieden een goed geplande en zorgvuldig overdachte operatie.,0
145,,,"Hij begreep de kritiek van de boeren, maar zei ook: """"Onze berekeningen zijn zo zorgvuldig mogelijk.",0
146,,,Maar het verzamelen van alle dossiers is complex en de uitbetaling moet zorgvuldig gebeuren.,0
147,,,Na de breuk met hun ouders probeerde in elk geval een van de zoons een eigen bestaan op te bouwen in de regio.,0
148,,,De straat stond na de breuk enige tijd blank.,0
149,,,Deze streektradities vormen een breuk met het gewone leven.,0
150,,,"Bijvoorbeeld een ouder met psychische klachten, een scheiding, (veel of heftige) ruzie of schulden.",0
151,,,"Uit onderzoek blijkt niet alleen dat grappige mensen sneller het vertrouwen winnen, ze kunnen lastige boodschappen ook gemakkelijker brengen en lossen ruzies eerder op, citeert hij gedragswetenschapper Peter McGraw van de universiteit van Colorado.",0
152,,,"De ruzie zou het gevolg zijn van een """"onenigheid"""" die al geruime tijd speelt tussen jongeren uit de wijk Charlois en het stadsdeel IJsselmonde.",0
153,,,"""Negen jongeren die vermoedelijk een ruzie met een andere groep jongeren in Rotterdam wilden uitvechten, zijn vannacht opgepakt in en rond een tram in de stad. ",0
154,,,"En tijdig software updaten om bekende lekken te dichten, doen zelfs de grootste bedrijven niet altijd",0
155,,,Criminelen deinzen er niet voor terug verdovende middelen te lozen in gierkelders of vloeibare afvalstoffen weg te laten lekken op het asfalt.,0
156,,,In de afgelopen dagen werden bijvoorbeeld ook lekken geopenbaard in de browser Firefox en het besturingssysteem Windows.,0
157,,,KKR roept als investeringsmaatschappij associaties op met kortzichtig winstbejag.,0
158,,,"Lomp en kortzichtig, gezien de exportbelangen van Nederland binnen de interne markt.",0
159,,,Ben je dan echt zo kortzichtig.,0
160,,,Maar in plaats van complimenten worden de heren onder de foto voor van alles uitgemaakt.,0
161,,,"Duffy stopte in 2011 plots met muziek maken, en verdween uit de spotlights.",0
162,,,"Naast dat het binnenhalen van dit evenement de regio Twente weer even in de spotlights zet, wil Bruggink meer.",0
163,,,"En omdat veel grote films zijn uitgesteld, staan kleinere titels nu meer in de spotlights.""",0
164,,,Want exclusiviteit is waar het om draait bij de sterren die zichzelf graag in de spotlights zetten.,0
165,,,"Dit eigen energienet heeft een micro-energiecentrale, waar in de zomer het overschot aan zonne-energie wordt omgezet in waterstof.",0
166,,,We moeten tevreden zijn.”,0
167,,,"Op ongeveer 2 kilometer afstand - aan de Harm Smeengekade - zit Mark Wessels, eigenaar van Rondvaart Zwolle, tevreden op het dek van zijn botenbedrijf.",0
168,,,"Of de ouders ook zo tevreden zijn, weten de leidsters niet.",0
169,,,De overdracht van de velden wordt niet getekend voordat alle partijen tevreden zijn over de oplossing.”,0
170,,,De Grunt is tevreden over zijn groene dak en hoopt dat meer Zwollenaren volgen,0
171,,,Bovendien werd een keiharde belofte gebroken door het gemeentebestuur; er was beloofd dat er nooit meer asielzoekers in het gebouw in Azelo zouden komen.,1
172,,,"Wij vinden het belangrijk dat er vanavond een debat plaatsvindt over de ontstane situatie en realiseren ons dat er daarna hard gewerkt moet worden aan een stabiel stadsbestuur dat kan rekenen op een meerderheid "" , aldus de overige coalitiepartijen .",1
173,,,Algemene conclusie is dat de gemeente op meerdere punten tekort is geschoten bij het handhaven van de vuren .,1
174,,,"We herkennen ons niet in de verdachtmakingen "" , aldus de wethouders .",1
175,,,"De gemeente wist dat bouwers zich niet hielden aan de afspraken , maar trad hier niet tegen op .",1
176,,,Dat debat komt op een moment dat het Haagse gemeentebestuur door verschillende oorzaken onder grote druk staat .,1
177,,,"Groen Links fractievoorzitter Arjen Kapteijns noemde het besluit het vertrouwen op te zeggen "" zwaar "" .",1
178,,,"Eerder werd de penning uitgereikt aan Eric Filemon en Rens Heruer ( 2014 ) , Jochem Myjer ( 2009 ) en oud Rector Magnificus van de Universiteit Leiden Douwe Breimer ( 2006 ) .",1
179,,,"De illegale bewoning van drie voormalige bedrijfspanden in Deventer moet binnen een jaar worden gestaakt , tenzij de gemeente Deventer tussentijds een uitsterfregeling voor de bewoners bedenkt .",1
180,,,Want intussen eiste de gemeente Twenterand dat het gezin Keijzer de bult bouwpuin snel en op eigen kosten zou laten verwijderen .,1
181,,,"De PVV diende ook een motie van wantrouwen in tegen het gehele college , maar die werd weggestemd .",1
182,,,De gemeenteraad van Den Haag heeft geen vertrouwen meer in de wethouders Richard de Mos en Rachid Guernaoui .,1
183,,,"De motie van wantrouwen kreeg steun van onder meer CDA , Pvd A , SP en Christen Unie SGP .",1
184,,,We moeten de komende jaren blijven investeren om onze stad aantrekkelijk te houden .,1
185,,,"Zij vinden dat de gemeenteraad niet goed heeft opgelet bij het instemmen met een nieuwe vergunning , waardoor de verwerker op het hele buitenterrein afval kan sorteren en opslaan .",1
186,,,De gemeente erkende zijn fout en vroeg op de valreep een nader advies .,1
187,,,"Bij de gemeente Culemborg is het gelukkig allang bekend dat samenwerken met verschillende bewonersgroepen tijd kost, maar ook veel oplevert.",1
188,,,De gemeente laat weten alle conclusies te omarmen en de aanbevelingen over te nemen .,1
189,,,De uitkomsten daarvan kunnen weleens gevolgen hebben voor burgemeester Krikke .,1
190,,,"Eerder was de gemeente ook al nalatig bij de synagoge, die eerst verkocht dreigde te worden aan een horecaondernemer, maar later gaf de gemeente geen horecavergunning af omdat de synagoge religieus erfgoed is.",1
191,,,"Beide wethouders zijn dinsdag verhoord , maar zitten niet vast .",1
192,,,RT @PVV_Overijssel : De gemeente Deventer chanteert de organisatie van de Sinterklaasintocht .,1
193,,,"De gemeente had strenger moeten optreden en afspraken beter moeten vastleggen , staat in het rapport .",1
194,,,De provincie Overijssel verleende de vergunning en kreeg daarbij instemming van de gemeenteraad .,1
195,,,Zij moeten op de hoogte worden gesteld van de motie en krijgen dan de kans om zelf formeel op te stappen .,1
196,,,Gisteren werden er huiszoekingen gedaan bij de wethouders van Hart voor Den Haag/Groep de Mos .,1
197,,,Waardering voor aanpak Penitentiaire Inrichting van @DJI_detentie in @Gemeente_Almelo htt,1
198,,,"De andere coalitiepartijen noemen het corruptieonderzoek pijnlijk , omdat integriteit bij de formatiegesprekken vorig jaar hoog op de agenda stond .",1
199,,," De burgemeester zal in de raad met een goed verhaal moeten komen "" , beseft ook VVD fractieleider Frans de Graaf .",1
200,,,Na alle commotie trok het college het plan medio december weer in.,1
201,,,Op 14 januari kreeg Kotteman een motie van treurnis aan de broek.,1
202,,,Meibergen was in de ogen van de gemeente de gebeten hond die ook geen belang had bij een uitzetting .,1
203,,,"VVD , D66 en Groen Links hebben na gesprekken met Groep de Mos besloten de samenwerking direct te beindigen , schrijven ze in een gezamenlijke verklaring .",1
204,,,Zoals dit voorjaar gemeld had de gemeente Tubbergen de eigenaar van de boerderij gedreigd met een zogenoemde last onder dwangsom .,1
205,,,Ondertussen dreunt de oekaze die in mei werd opgelegd door de zes deelnemende gemeenten om te stoppen met het sociale werkbedrijf in Almelo nog steeds na bij alle werknemers .,1
206,,,"Andere oppositiepartijen vinden dat er juist eerder ingegrepen had moeten worden , omdat er volgens hen bij eerdere debatten over de nachtvergunningen al signalen waren van belangenverstrengeling .",1
207,,,"De fractie spreekt over "" karaktermoord op twee hardwerkende wethouders "" .",1
208,,,"Een van de ondernemers die Groep De Mos steunt , Atilla Akyol , zou geld aan de partij hebben gegeven in ruil voor vertrouwelijke informatie over het stadsbestuur .",1
209,,,Maar de vergunning van de provincie laat meer toe dan de gemeenteraad eist .,1
210,,,"Hoe dan ook : feit is dat de VVD , D66 en Groen Links het vertrouwen in Groep De Mos hebben opgezegd .",1
211,,,Ze hoopt dat ze bij de aankomende jaarwisseling nog burgemeester van de Hofstad is .,1
212,,,"De partijen stellen dat Den Haag "" boven alles moet kunnen vertrouwen op een integer stadsbestuur dat boven alle verdenkingen verheven is , en dat de belangen van alle Hagenaars dient "" .",1
213,,,Hier wil het college van B&W in principe mee akkoord gaan .,1
214,,,Politieke tegenstanders valt het op dat Groep De Mos zich in de gemeenteraad hard maakt voor deze ondernemers .,1
215,,,Dat de staatssecretaris feitelijk niet gaat over de invulling en de verantwoordelijkheid van de desbetreffende gemeenten doet daar niets aan af .,1
216,,,Wat een smerige vorm van chantage in deze gemeente : https://t.co/rFTp083x0B,1
217,,,Onder deze gunsten valt volgens justitie het krijgen van vertrouwelijke informatie uit het stadsbestuur .,1
218,,,Een kwart van de deelnemers vindt dat de burgemeester gewoon kan blijven zitten .,1
219,,,De woonboerderij is al een kleine twee jaar onderwerp van discussie nadat omwonenden een brandbrief naar de gemeente hadden gestuurd .,1
220,,,"De drie voormalige coalitiepartijen Groen Links , VVD en D66 hadden de motie tijdens een ingelast debat ingediend voor het geval dat de wethouders van Groep de Mos niet wilden terugtreden .",1
221,,,"Krikke gaat dat debat "" met open vizier tegemoet "" .",1
222,,,Binnen de gemeenteraad van Den Haag lopen de meningen ver uiteen .,1
223,,,De wethouders herkennen zich niet in de verdachtmakingen .,1
224,,,"Daarom hebben we onze verantwoordelijkheid genomen , om niet de schijn van integriteitsschending boven ons stadsbestuur te hebben .",1
225,,,De Onderzoeksraad stelde vast dat de gemeente om de vrede met de bouwers te bewaren onverantwoorde risico 's heeft genomen .,1
226,,,De Mos en Guernaoui traden dinsdag al tijdelijk terug op verzoek van burgemeester Pauline Krikke .,1
227,,,Het is een reeks waar Enschede allesbehalve trots op zal zijn : de gemeente bezuinigt voor de tiende begroting op rij .,1
228,,," Een bijeenkomst is pas compleet als Emile er bij is geweest en er verslag van heeft gedaan "" , vonden de Leidse burgemeester en wethouders , die de erepenning toekenden .",1
229,,,"Zo vindt bijvoorbeeld de PVV het besluit te drastisch , omdat de wethouders nog enkel verdachten zijn .",1
230,,,"Ondanks dat de gemeente de veiligheid van bij de vreugdevuren wilde waarborgen , kregen ze geen steun van de bouwers , die de afspraken overtraden .",1
231,,,De burgemeester is verantwoordelijk voor de openbare orde en veiligheid .,1
232,,,"Hulpdiensten zoals de brandweer en de politie moeten de gemeente gevraagd en ongevraagd bijstaan met deskundig en kritisch advies , vindt de raad .",1
233,,,"Sterker en strijdbaarder dan ooit "" , zei hij over het opzeggen van het vertrouwen door zijn coalitiepartners .",1
234,,,"Geen politici die besluiten voor en over burgers nemen , maar burgers die de politici adviseren over besluiten in de toekomst .",1
235,,,"VVD , D66 en Groen Links maakten vanmiddag bekend de samenwerking met Hart voor Den Haag/Groep de Mos op te zeggen .",1
236,,,De visiemakers werd gevraagd over wat misschien belangrijk kan zijn in de toekomst van hun gemeente .,1
237,,,De gemeente maakte er met Hans Meibergen een ' spierballengevecht ' van .,1
238,,,De Raad is nu klaar met alle juridische uitvluchten die de gemeente telkens bedacht om uitzetting van de bewoners te voorkomen .,1
239,,,"De overige coalitiepartijen zeggen in een gezamenlijk statement dat "" dat er daarna hard gewerkt moet worden aan een stabiel stadsbestuur dat kan rekenen op een meerderheid in de Haagse gemeenteraad "" .",1
240,,,"Met deze vergunningen kunnen duidelijke afspraken worden gemaakt , hebben de burgers ook inspraak en kunnen de politie en brandweer zowel gevraagd als ongevraagd advies geven .",1
